hfpxzc href,xxVWCe,qBF1Pd,MW4etd,UY7F9,W4Efsd,W4Efsd (2),W4Efsd (3),Cw1rxd,R8c4Qb,qBF1Pd (2),W4Efsd (4),W4Efsd (5),W4Efsd (6),UsdlK,ah5Ghc,doJOZc,lcr4fd href,Cw1rxd (2),R8c4Qb (2),e4rVHe,W4Efsd (7)
https://www.google.com/maps/place/Dr.+Mohamed+Ali+Ibrahim+Dermatology+and+Andrology+Clinic.+%D8%AF%2F+%D9%85%D8%AD%D9%85%D8%AF+%D8%B9%D9%84%D9%8A+%D8%A7%D8%A8%D8%B1%D8%A7%D9%87%D9%8A%D9%85%D8%8C+%D8%AC%D9%84%D8%AF%D9%8A%D8%A9+%D9%88+%D8%AA%D9%86%D8%A7%D8%B3%D9%84%D9%8A%D8%A9+%D9%88+%D8%A3%D9%85%D8%B1%D8%A7%D8%B6+%D8%B0%D9%83%D9%88%D8%B1%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x14f5c3ec144b473d:0xf730f2c07c4e4b3f!8m2!3d31.2018153!4d29.9018636!16s%2Fg%2F11qswq8504!19sChIJPUdLFOzD9RQRP0tOfMDyMPc?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,Dr. Mohamed Ali Ibrahim Dermatology and Andrology Clinic. د/ محمد علي ابراهيم، جلدية و تناسلية و أمراض ذكورة,,5.0,(1),طبيب أمراض جلدية,·,7 Saad Zaghloul Square,,Directions,Dr. Mohamed Ali Ibrahim Dermatology and Andrology Clinic. د/ محمد علي ابراهيم، جلدية و تناسلية و أمراض ذكورة,Closed,· Opens 1 PM,·,010 00177204,,,,,,,
https://www.google.com/maps/place/Dr.+Gamal+Mourad/data=!4m7!3m6!1s0x14f5c482041b4cc3:0x5eefe04178b13afd!8m2!3d31.2031799!4d29.9339848!16s%2Fg%2F1tfq1_jn!19sChIJw0wbBILE9RQR_TqxeEHg714?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,Dr. Gamal Mourad,Dr. Gamal Mourad,4.9,(9),طبيب أمراض جلدية,·,6W3M+7HH,,Directions,,,,,012 22210873,,,,,,,
https://www.google.com/maps/place/Dr.+Magdy+Mahmoud+Ashmawy/data=!4m7!3m6!1s0x14f5c487631da063:0xe46c0c6c75a578b0!8m2!3d31.2113625!4d29.9279396!16s%2Fg%2F1vhjwbqw!19sChIJY6AdY4fE9RQRsHildWwMbOQ?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,Dr. Magdy Mahmoud Ashmawy,Dr. Magdy Mahmoud Ashmawy,4.1,(112),عيادة طبية,·,·,,Directions,,Closed,· Opens 11 AM,10 Qena,03 5902515,,,,,,,·
https://www.google.com/maps/place/Saint+George+Hospital/data=!4m7!3m6!1s0x14f5c3b85cf9f91d:0xc7023f20919c3198!8m2!3d31.1758099!4d29.9006629!16s%2Fg%2F1tfx_7k1!19sChIJHfn5XLjD9RQRmDGckSA_Asc?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,Saint George Hospital,Saint George Hospital,4.4,(65),مستشفى,·,·,,Website,,25 Al Kroum,,,012 00957777,,,https://st-takla.org/Coptic-History/organizations/medical/san-george-hospital-gheit-al3enab-alex.html,,Directions,,
https://www.google.com/maps/place/Vascuderm+Clinic/data=!4m7!3m6!1s0x14f5c57ba639655b:0x8fd59bcc9984a0f6!8m2!3d31.2097064!4d29.9354001!16s%2Fg%2F11h91d8sst!19sChIJW2U5pnvF9RQR9qCEmcyb1Y8?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,Vascuderm Clinic,Vascuderm Clinic,4.4,(70),مركز طبي,·,2 Mohammed Fawzi Moaz,,Directions,,Closed,· Opens 10 AM,·,012 74000548,,,,,,,
https://www.google.com/maps/place/%D8%A7%D9%84%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D9%85%D8%AD%D9%85%D8%AF+%D8%AD%D8%A8%D9%8A%D8%A8%E2%80%AD/data=!4m7!3m6!1s0x14f5c18ff0b5b05b:0x74270a03ed4e038!8m2!3d31.1665597!4d29.8707539!16s%2Fg%2F11h3qskg26!19sChIJW7C18I_B9RQROODUPqBwQgc?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,الدكتور محمد حبيب,,4.4,(5),طبيب مسالك بولية,·,·,,Directions,الدكتور محمد حبيب,٨٢ شارع مراد متفرع من شارع الأمان، محطه ترام خفاجه، حي,Closed,· Opens 6 PM,012 24241007,,,,,,,
https://www.google.com/maps/place/Dalia+Derma+Clinic/data=!4m7!3m6!1s0x14f5c5956a29d735:0xaed23428e8cb59a7!8m2!3d31.2175908!4d29.9395522!16s%2Fg%2F11f7r44hqr!19sChIJNdcpapXF9RQRp1nL6Cg00q4?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,Dalia Derma Clinic,Dalia Derma Clinic,4.1,(65),طبيب أمراض جلدية,·,314 Abou Quer,,Website,,Closed,· Opens 9 AM,·,010 01003394,,,https://instagram.com/dalia_dermaclinic,,Directions,,
https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D9%86%D8%A8%D9%8A%D9%84+%D8%B9%D8%A8%D8%AF+%D8%A7%D9%84%D8%B3%D9%84%D8%A7%D9%85%E2%80%AD/data=!4m7!3m6!1s0x14f5c3e66c880043:0xc1fa0a17f22ba36c!8m2!3d31.1971422!4d29.8914087!16s%2Fg%2F11h4fjl83d!19sChIJQwCIbObD9RQRbKMr8hcK-sE?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور نبيل عبد السلام,,,,طبيب أمراض جلدية,·,"5VWR+VH3, El-Tahrir Square",,Website,دكتور نبيل عبد السلام,Closed,· Opens 2 PM,·,012 24437546,,,https://www.med.tn/%D8%B7%D8%A8%D9%8A%D8%A8/%D8%A7%D8%AE%D8%B5%D8%A7%D9%8A%D9%8A-%D8%A7%D9%84%D8%A7%D9%85%D8%B1%D8%A7%D8%B6-%D8%A7%D9%84%D8%AC%D9%84%D8%AF%D9%8A%D8%A9-%D9%88-%D8%A7%D9%84%D8%AA%D9%86%D8%A7%D8%B3%D9%84%D9%8A%D8%A9/%D8%A7%D9%84%D8%A7%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9/%D8%A7%D9%84%D8%AF%D9%83%D8%AA%D9%88%D8%B1-%D9%86%D8%A8%D9%8A%D9%84-%D9%85%D8%AD%D9%85%D8%AF-%D9%85%D8%AD%D9%85%D8%AF-%D8%B9%D8%A8%D8%AF-%D8%A7%D9%84%D8%B3%D9%84%D8%A7%D9%85-71984.html,,Directions,No reviews,
https://www.google.com/maps/place/Tarek+El+Ghamrawy/data=!4m7!3m6!1s0x14f5c191ca6ba215:0x9279887f5a1f9fd1!8m2!3d31.1645928!4d29.8691137!16s%2Fg%2F1ttl0tj4!19sChIJFaJrypHB9RQR0Z8fWn-IeZI?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,Tarek El Ghamrawy,Tarek El Ghamrawy,5.0,(3),طبيب,·,5V79+RJQ,,Website,,,,,,,,http://www.dalilimedical.com/view_profiles.php?id=830,,Directions,,
https://www.google.com/maps/place/%D8%AF%2F%D9%85%D8%B5%D8%B7%D9%81%D9%89+%D9%86%D8%A8%D9%8A%D9%84+%D8%B2%D8%BA%D9%84%D9%88%D9%84%2F%D8%A3%D8%AE%D8%B5%D8%A7%D8%A6%D9%89+%D8%A7%D9%84%D8%A3%D9%85%D8%B1%D8%A7%D8%B6+%D8%A7%D9%84%D8%AC%D9%84%D8%AF%D9%8A%D8%A9+%D9%88%D8%A7%D9%84%D8%AA%D8%AC%D9%85%D9%8A%D9%84+%D9%88%D8%B7%D8%A8+%D8%A3%D9%85%D8%B1%D8%A7%D8%B6+%D8%A7%D9%84%D8%B0%D9%83%D9%88%D8%B1%D8%A9+%D8%A8%D8%A7%D9%84%D9%82%D9%88%D8%A7%D8%AA+%D8%A7%D9%84%D9%85%D8%B3%D9%84%D8%AD%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x14f5c5bca226d95f:0x5e0ac466a0ee2d37!8m2!3d31.2146778!4d29.9259422!16s%2Fg%2F11h06bq_sd!19sChIJX9kmorzF9RQRNy3uoGbECl4?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,د/مصطفى نبيل زغلول/أخصائى الأمراض الجلدية والتجميل وطب أمراض الذكورة بالقوات المسلحة,,5.0,(2),طبيب أمراض جلدية,·,59 Omar Lotfy,,Directions,د/مصطفى نبيل زغلول/أخصائى الأمراض الجلدية والتجميل وطب أمراض الذكورة بالقوات المسلحة,Closed,· Opens 7 PM,·,012 71259306,,,,,,,
https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D9%85%D9%88%D8%AC%D9%87%E2%80%AD/data=!4m7!3m6!1s0x14f5c1ddfe094529:0xeff6b5fec811c7f8!8m2!3d31.1648916!4d29.8755654!16s%2Fg%2F11n0b1t1y6!19sChIJKUUJ_t3B9RQR-McRyP619u8?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,مركز موجه,,5.0,(1),عيادة للعناية بالبشرة,·,1 Al Amir Looloo,,Directions,مركز موجه,,,,010 25109068,,,,,,,
https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1%D8%A9+%D9%81%D9%8A%D8%A8%D9%89+%D8%A3%D9%85%D9%8A%D8%B1+%D8%B1%D9%8A%D8%A7%D8%B6%E2%80%AD/data=!4m7!3m6!1s0x14f5c47d00bd0515:0x72205400c384959!8m2!3d31.212866!4d29.9251292!16s%2Fg%2F11h6nhwtbh!19sChIJFQW9AH3E9RQRWUk4DEAFIgc?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتورة فيبى أمير رياض,,5.0,(1),طبيب أمراض جلدية,·,"6W7G+43R, Mamfeis",,Website,دكتورة فيبى أمير رياض,Closed,· Opens 6 PM,·,012 23451679,,,https://www.vezeeta.com/ar/dr/%D8%AF%D9%83%D8%AA%D9%88%D8%B1%D8%A9-%D9%81%D9%8A%D8%A8%D9%8A--%D8%A3%D9%85%D9%8A%D8%B1-%D8%B1%D9%8A%D8%A7%D8%B6-%D8%AC%D9%84%D8%AF%D9%8A%D8%A9,,Directions,,
https://www.google.com/maps/place/Dr.+Mahmoud+Nabil+Kamel/data=!4m7!3m6!1s0x14f5dad28f33e327:0xceb2797b15ffa58a!8m2!3d31.2018336!4d29.9029874!16s%2Fg%2F1w0r24s_!19sChIJJ-Mzj9La9RQRiqX_FXt5ss4?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,Dr. Mahmoud Nabil Kamel,Dr. Mahmoud Nabil Kamel,4.6,(9),عيادة طبية,·,,,Directions,,19 ش امين فكرى,,,03 4869545,,,,,,,
https://www.google.com/maps/place/%D8%AF.+%D8%B9%D8%A7%D8%A6%D8%B4%D8%A9+%D8%B1%D8%A8%D9%8A%D8%B9%E2%80%AD/data=!4m7!3m6!1s0x14f5c4c3c2da8ff1:0xdf1d6945e43d0885!8m2!3d31.2241361!4d29.9551185!16s%2Fg%2F11gbnjrp4j!19sChIJ8Y_awsPE9RQRhQg95EVpHd8?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,د. عائشة ربيع,,3.9,(66),طبيب أمراض جلدية,·,6XF4+M25,,Website,د. عائشة ربيع,Closed,· Opens 11 AM,·,03 54534444,,,https://www.facebook.com/DrAisha-Rabiea-501038296658817/,,Directions,,
https://www.google.com/maps/place/%D8%A7%D9%84%D8%A3%D8%B3%D8%AA%D8%A7%D8%B0%D8%A9+%D8%A7%D9%84%D8%AF%D9%83%D8%AA%D9%88%D8%B1%D8%A9+%D9%86%D9%88%D8%B1%D8%A7%D9%86+%D8%B9%D8%A8%D8%AF+%D8%A7%D9%84%D8%B9%D8%B2%D9%8A%D8%B2+%D8%A3%D8%A8%D9%88+%D8%AE%D8%B6%D8%B1%E2%80%AD/data=!4m7!3m6!1s0x14f5c3f2f4cbae95:0xbbf8bcd3ed31362c!8m2!3d31.2018873!4d29.9020254!16s%2Fg%2F11h7kw8p1n!19sChIJla7L9PLD9RQRLDYx7dO8-Ls?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,الأستاذة الدكتورة نوران عبد العزيز أبو خضر,,2.0,(1),طبيب أمراض جلدية,·,·,,Directions,الأستاذة الدكتورة نوران عبد العزيز أبو خضر,٢ شارع الدكتور علي ابراهيم، حي محطه الرمل,Closed,· Opens 1 PM,03 4868867,,,,,,,
https://www.google.com/maps/place/Prof.+Dr+Khaled+Abdelraheem+%D8%A7.%D8%AF.+%D8%AE%D8%A7%D9%84%D8%AF+%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D8%B1%D8%AD%D9%8A%D9%85%E2%80%AD/data=!4m7!3m6!1s0x14f5c3caa32a3c0f:0xc674ee5aafb9f3f8!8m2!3d31.1910242!4d29.9090881!16s%2Fg%2F11ty2g_cds!19sChIJDzwqo8rD9RQR-PO5r1rudMY?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,Prof. Dr Khaled Abdelraheem ا.د. خالد عبدالرحيم,,4.8,(5),طبيب أمراض جلدية,·,١٠٢ Hasan Al Askandarani,,Directions,Prof. Dr Khaled Abdelraheem ا.د. خالد عبدالرحيم,Closed,· Opens 10 AM,·,010 02413641,,,,,,,
https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%A3%D8%AD%D9%85%D8%AF+%D8%AF%D9%88%D9%8A%D8%AF%D8%A7%D8%B1%E2%80%AD/data=!4m7!3m6!1s0x14f5c3ee54ec20d9:0x8b5beeb0121d1890!8m2!3d31.2000873!4d29.8969997!16s%2Fg%2F1trqdk46!19sChIJ2SDsVO7D9RQRkBgdErDuW4s?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور أحمد دويدار,,5.0,(1),طبيب أمراض جلدية,·,15 El-Shohada,,Directions,دكتور أحمد دويدار,,,,,,,,,,,
https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1%D8%A9+%D9%85%D8%B1%D9%88%D9%89+%D9%85%D8%AD%D9%85%D8%AF+%D9%85%D8%B5%D8%B7%D9%81%D9%89%E2%80%AD/data=!4m7!3m6!1s0x14f5c47d22105b29:0x59030e6b28517f75!8m2!3d31.2141795!4d29.9252923!16s%2Fg%2F11h110lwyt!19sChIJKVsQIn3E9RQRdX9RKGsOA1k?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتورة مروى محمد مصطفى,,5.0,(1),طبيب أمراض جلدية,·,·,,Directions,دكتورة مروى محمد مصطفى,6W7G+M4F، شارع عمر لطفي,Closed,· Opens 5 PM,03 5904477,,,,,,,
https://www.google.com/maps/place/%D8%A7%D9%84%D8%A3%D8%B3%D8%AA%D8%A7%D8%B0%D8%A9+%D8%A7%D9%84%D8%AF%D9%83%D8%AA%D9%88%D8%B1%D8%A9+%D9%86%D9%88%D8%B1%D8%A7%D9%86+%D8%B9%D8%A8%D8%AF+%D8%A7%D9%84%D8%B9%D8%B2%D9%8A%D8%B2+%D8%A3%D8%A8%D9%88%D8%AE%D8%B6%D8%B1%E2%80%AD/data=!4m7!3m6!1s0x14f5c3ec3c5bd9cb:0x4d5b4ed7aa497cd3!8m2!3d31.1974547!4d29.8998022!16s%2Fg%2F11h18rjxpk!19sChIJy9lbPOzD9RQR03xJqtdOW00?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,الأستاذة الدكتورة نوران عبد العزيز أبوخضر,,,,طبيب أمراض جلدية,·,·,,Directions,الأستاذة الدكتورة نوران عبد العزيز أبوخضر,شارع كنيسة الأقباط،، ميدان محطة الرمل,Closed,· Opens 6 PM,03 4687432,,,,,,No reviews,
https://www.google.com/maps/place/Dr.+Tarek+Hussein/data=!4m7!3m6!1s0x14f5c47c6c2b35c9:0x705756d27f14d7fd!8m2!3d31.2068712!4d29.9282455!16s%2Fg%2F1tj4_ykf!19sChIJyTUrbHzE9RQR_dcUf9JWV3A?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,Dr. Tarek Hussein,Dr. Tarek Hussein,4.0,(79),عيادة للعناية بالبشرة,·,·,,Directions,,بجوار خروب سامى، 187 Abou Quer,Closed,· Opens 6 PM,03 4270624,,,,,,,·
https://www.google.com/maps/place/Prof+Amira+Abulfotooh+Eid+clinic-+%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9+%D8%A7.%D8%AF+%D8%A7%D9%85%D9%8A%D8%B1%D8%A9+%D8%A7%D8%A8%D9%88%D8%A7%D9%84%D9%81%D8%AA%D9%88%D8%AD+%D8%B9%D9%8A%D8%AF%E2%80%AD/data=!4m7!3m6!1s0x14f5c3557fc921c3:0xba896dbf83a1cc91!8m2!3d31.1982396!4d29.9004804!16s%2Fg%2F11hfj_vbl4!19sChIJwyHJf1XD9RQRkcyhg79tibo?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,Prof Amira Abulfotooh Eid clinic- عيادة ا.د اميرة ابوالفتوح عيد,,3.4,(18),طبيب أمراض جلدية,·,,,Directions,Prof Amira Abulfotooh Eid clinic- عيادة ا.د اميرة ابوالفتوح عيد,Closed,· Opens 5 PM Wed,,03 4872150,,,,,,,
https://www.google.com/maps/place/Adel+Shafey/data=!4m7!3m6!1s0x14f5c3eebf340189:0xdb28db941dc971f0!8m2!3d31.1977219!4d29.8977452!16s%2Fg%2F1tj553ls!19sChIJiQE0v-7D9RQR8HHJHZTbKNs?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,Adel Shafey,Adel Shafey,3.7,(15),عيادة طبية,·,·,,Directions,,Closed,· Opens 6 PM,11 Zawya Sultan,03 4871824,,,,,,,·
https://www.google.com/maps/place/Dr.+Shaden+Gaber/data=!4m7!3m6!1s0x14f5c31a6879107b:0x12b487dde2117e61!8m2!3d31.1803628!4d29.8975288!16s%2Fg%2F11hyd56b14!19sChIJexB5aBrD9RQRYX4R4t2HtBI?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,Dr. Shaden Gaber,Dr. Shaden Gaber,2.6,(5),طبيب,·,"El Ahlam, 44 Khoufo",,Directions,,Closed,· Opens 6 PM,·,012 27191346,,,,,,,
https://www.google.com/maps/place/%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9+%D8%AF%D9%83%D8%AA%D9%88%D8%B1%2F+%D8%A5%D8%B3%D9%84%D8%A7%D9%85+%D8%A7%D9%84%D8%AD%D9%84%D9%88+%D8%A7%D8%B3%D8%AA%D8%B4%D8%A7%D8%B1%D9%8A+%D8%A7%D9%84%D8%A7%D9%85%D8%B1%D8%A7%D8%B6+%D8%A7%D9%84%D8%AC%D9%84%D8%AF%D9%8A%D9%87+%D9%88+%D8%A7%D9%84%D8%AA%D9%86%D8%A7%D8%B3%D9%84%D9%8A%D9%87+%D9%88+%D8%A7%D9%84%D8%AA%D8%AC%D9%85%D9%8A%D9%84%E2%80%AD/data=!4m7!3m6!1s0x242445b16a31152b:0x13096e424c20071e!8m2!3d31.2414311!4d29.9603369!16s%2Fg%2F11xmlbgw17!19sChIJKxUxarFFJCQRHgcgTEJuCRM?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,عيادة دكتور/ إسلام الحلو استشاري الامراض الجلديه و التناسليه و التجميل,,5.0,(7),طبيب أمراض جلدية,·,·,,Website,عيادة دكتور/ إسلام الحلو استشاري الامراض الجلديه و التناسليه و التجميل,٣٧٥طريق الجيش,Closed,· Opens 2 PM Wed,010 16006000,On-site services,,http://drislamelhelou.com/,,Directions,,·
https://www.google.com/maps/place/Dr.+Fayrouz+Khalil+Badran/data=!4m7!3m6!1s0x14f5c47ce2aaccf9:0xa964d9911820600!8m2!3d31.2146778!4d29.9259422!16s%2Fg%2F1tdv9ykv!19sChIJ-cyq4nzE9RQRAAaCEZlNlgo?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,Dr. Fayrouz Khalil Badran,Dr. Fayrouz Khalil Badran,3.6,(33),طبيب أمراض جلدية,·,59 Omar Lotfy,,Directions,,,,,03 5926537,,,,,,,
https://www.google.com/maps/place/%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9+%D8%A7%D9%84%D8%AF%D9%83%D8%AA%D9%88%D8%B1%D8%A9+%D9%86%D9%87%D9%8A+%D9%85%D8%B1%D8%A7%D8%AF+%D9%84%D9%84%D8%A3%D9%85%D8%B1%D8%A7%D8%B6+%D8%A7%D9%84%D8%AC%D9%84%D8%AF%D9%8A%D8%A9+%D9%88%D8%A7%D9%84%D8%B9%D9%84%D8%A7%D8%AC+%D8%A7%D9%84%D8%AA%D8%AC%D9%85%D9%8A%D9%84%D9%8A+%D9%84%D9%84%D8%A8%D8%B4%D8%B1%D8%A9+%D9%88%D8%A7%D9%84%D8%B4%D8%B9%D8%B1%E2%80%AD/data=!4m7!3m6!1s0x14f5c4e09e1615a3:0xbd0f1627f43dbeac!8m2!3d31.2364849!4d29.9507818!16s%2Fg%2F11c52xrqb5!19sChIJoxUWnuDE9RQRrL499CcWD70?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,عيادة الدكتورة نهي مراد للأمراض الجلدية والعلاج التجميلي للبشرة والشعر,,5.0,(6),طبيب أمراض جلدية,·,"٢٧٨, El-Gaish Rd",,Directions,عيادة الدكتورة نهي مراد للأمراض الجلدية والعلاج التجميلي للبشرة والشعر,Closed,· Opens 7 PM Wed,·,011 20168809,,,,,,,
https://www.google.com/maps/place/%D8%A7%D9%84%D8%A3%D8%B3%D8%AA%D8%A7%D8%B0%D8%A9+%D8%A7%D9%84%D8%AF%D9%83%D8%AA%D9%88%D8%B1%D8%A9+%D8%B1%D8%A7%D9%86%D9%8A%D9%87+%D8%A7%D9%84%D8%B3%D9%8A%D8%AF%E2%80%AD/data=!4m7!3m6!1s0x14f5c4895c2c1fdf:0x4fb62fcbb85792c0!8m2!3d31.2185077!4d29.9323354!16s%2Fg%2F11h1hs_8st!19sChIJ3x8sXInE9RQRwJJXuMsvtk8?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,الأستاذة الدكتورة رانيه السيد,,3.7,(3),طبيب أمراض جلدية,·,عمارة 179 Omar Lotfy,,Directions,الأستاذة الدكتورة رانيه السيد,Closed,· Opens 5 PM Thu,·,03 5904601,,,,,,,
https://www.google.com/maps/place/%D8%AF%2F%D8%A5%D9%8A%D9%85%D8%A7%D9%86+%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D9%85%D9%86%D8%B9%D9%85+_%D8%A7%D8%B3%D8%AA%D8%B4%D8%A7%D8%B1%D9%89+%D8%A7%D9%84%D8%A3%D9%85%D8%B1%D8%A7%D8%B6+%D8%A7%D9%84%D8%AC%D9%84%D8%AF%D9%8A%D8%A9+%D9%88%D8%A7%D9%84%D8%AA%D9%86%D8%A7%D8%B3%D9%84%D9%8A%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x14f5c3f2dc8b7877:0x7d4a6b05b6c1d88b!8m2!3d31.2226334!4d29.9455883!16s%2Fg%2F11qrlnpdx9!19sChIJd3iL3PLD9RQRi9jBtgVrSn0?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,د/إيمان عبدالمنعم _استشارى الأمراض الجلدية والتناسلية,,3.8,(13),طبيب أمراض جلدية,·,14 Chompolion St,,Directions,د/إيمان عبدالمنعم _استشارى الأمراض الجلدية والتناسلية,,,,011 13815474,,,,,,,
https://www.google.com/maps/place/Dr.+Ahmed+Abdel+Moneim+Abdel+Karim/data=!4m7!3m6!1s0x14f5ea9047dce8a1:0x19555c775813b34b!8m2!3d31.2469953!4d29.9794045!16s%2Fg%2F11cn69wbzj!19sChIJoejcR5Dq9RQRS7MTWHdcVRk?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,Dr. Ahmed Abdel Moneim Abdel Karim,Dr. Ahmed Abdel Moneim Abdel Karim,4.5,(86),طبيب أمراض جلدية,·,·,,Website,,8 Al Galaa,Closed,· Opens 4 PM,010 22000747,,,https://www.vezeeta.com/ar/dr/%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9-%D8%A7%D8%AD%D9%85%D8%AF-%D8%B9%D8%A8%D8%AF-%D8%A7%D9%84%D9%85%D9%86%D8%B9%D9%85-%D8%B9%D8%A8%D8%AF-%D8%A7%D9%84%D9%83%D8%B1%D9%8A%D9%85-%D8%A7%D9%85%D8%B1%D8%A7%D8%B6-%D8%AC%D9%84%D8%AF%D9%8A%D8%A9-%D9%88%D8%AA%D9%86%D8%A7%D8%B3%D9%84%D9%8A%D8%A9,,Directions,,·
https://www.google.com/maps/place/%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9+%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%AE%D8%A7%D9%84%D8%AF+%D8%B9%D9%85%D8%B1.%D8%A7%D9%85%D8%B1%D8%A7%D8%B6+%D8%AC%D9%84%D8%AF%D9%8A%D8%A9+%D9%88%D8%AA%D9%86%D8%A7%D8%B3%D9%84%D9%8A%D8%A9+%D9%88%D8%B9%D9%82%D9%85+%D8%A7%D9%84%D8%B1%D8%AC%D8%A7%D9%84+%D9%88%D8%AA%D8%AC%D9%85%D9%8A%D9%84+%D8%A7%D9%84%D8%AC%D9%84%D8%AF%E2%80%AD/data=!4m7!3m6!1s0x14f5db02d0b7a69b:0xb246796fe3f342ab!8m2!3d31.2326526!4d29.9609106!16s%2Fg%2F11s0wgprc2!19sChIJm6a30ALb9RQRq0Lz4295RrI?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,عيادة دكتور خالد عمر.امراض جلدية وتناسلية وعقم الرجال وتجميل الجلد,,5.0,(5),طبيب أمراض جلدية,·,·,,Directions,عيادة دكتور خالد عمر.امراض جلدية وتناسلية وعقم الرجال وتجميل الجلد,٧٢ شارع مصطفى كامل.فلمنج.الاسكندرية المدخل السكنى.الدور الاول.شقة ١٠٩,Closed,· Opens 6 PM,010 93338482,,,,,,,
