name,specialty,category,phone,address,latitude,longitude,source_url
مركز الطلخاوي الطبي,جلدية,طبيب أمراض جلدية,01288837111,"خلف جزارة الطلخاوى, أول شارع أولاد منصورناصية, Al Bitash",31.1216929,29.7852256,https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D8%A7%D9%84%D8%B7%D9%84%D8%AE%D8%A7%D9%88%D9%8A+%D8%A7%D9%84%D8%B7%D8%A8%D9%8A%E2%80%AD/data=!4m7!3m6!1s0x14f59533d82840ef:0xae64182121eafca9!8m2!3d31.1216929!4d29.7852256!16s%2Fg%2F11tjwb1spf!19sChIJ70Ao2DOV9RQRqfzqISEYZK4?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
الاستاذ الدكتور محمد عبد الرؤوف توفيق - عيادة أمراض الجهاز الهضمي والكبد و المناظير بمستشفى السعودي الالماني بالإسكندرية,جهاز هضمي,مستشفى خاصة,01550844075,محور التعمير، كيلو ٢٣ Alexandria - Marsa Matrouh Rd,31.0597184,29.7184737,https://www.google.com/maps/place/%D8%A7%D9%84%D8%A7%D8%B3%D8%AA%D8%A7%D8%B0+%D8%A7%D9%84%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D9%85%D8%AD%D9%85%D8%AF+%D8%B9%D8%A8%D8%AF+%D8%A7%D9%84%D8%B1%D8%A4%D9%88%D9%81+%D8%AA%D9%88%D9%81%D9%8A%D9%82+-+%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9+%D8%A3%D9%85%D8%B1%D8%A7%D8%B6+%D8%A7%D9%84%D8%AC%D9%87%D8%A7%D8%B2+%D8%A7%D9%84%D9%87%D8%B6%D9%85%D9%8A+%D9%88%D8%A7%D9%84%D9%83%D8%A8%D8%AF+%D9%88+%D8%A7%D9%84%D9%85%D9%86%D8%A7%D8%B8%D9%8A%D8%B1+%D8%A8%D9%85%D8%B3%D8%AA%D8%B4%D9%81%D9%89+%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A+%D8%A7%D9%84%D8%A7%D9%84%D9%85%D8%A7%D9%86%D9%8A+%D8%A8%D8%A7%D9%84%D8%A5%D8%B3%D9%83%D9%86%D8%AF%D8%B1%D9%8A%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x14f593cd5a6f81f1:0xe9b44e5b97341f3c!8m2!3d31.0597184!4d29.7184737!16s%2Fg%2F11x_qckh5p!19sChIJ8YFvWs2T9RQRPB80l1tOtOk?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
دكتور أشرف يحيى,جهاز هضمي,طبيب جهاز هضمي,034111190,امام صيدليه المعراج بجوار كافيه الطماوي، طريق الأسكندريه الصحراوي,31.0871018,29.7499899,https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%A3%D8%B4%D8%B1%D9%81+%D9%8A%D8%AD%D9%8A%D9%89%E2%80%AD/data=!4m7!3m6!1s0x14f59481b42c4a33:0x2873b25f760ccb99!8m2!3d31.0871018!4d29.7499899!16s%2Fg%2F11h79r5svf!19sChIJM0ostIGU9RQRmcsMdl-ycyg?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
عيادة الأستاذ الدكتور عصام بديوي,جهاز هضمي,طبيب جهاز هضمي,035229729,٤٩ شارع الشهيد محمد السيد حفني كليوباترا المحطة برج الأميرات الدور الأول,31.2181478,29.9377202,https://www.google.com/maps/place/%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9+%D8%A7%D9%84%D8%A3%D8%B3%D8%AA%D8%A7%D8%B0+%D8%A7%D9%84%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%B9%D8%B5%D8%A7%D9%85+%D8%A8%D8%AF%D9%8A%D9%88%D9%8A%E2%80%AD/data=!4m7!3m6!1s0x14f5c48dc31a3295:0xfaa3743b4a48d4be!8m2!3d31.2181478!4d29.9377202!16s%2Fg%2F11hd570grd!19sChIJlTIaw43E9RQRvtRISjt0o_o?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
عيادة جراحة و مناظير الأنف و الأذن و الحنجرة - د/أمنية إبراهيم,جهاز هضمي,عيادة طب الأنف والأذن والحنجرة,01278222722,"امام مدرسه اللواء محمد نجيب, Alexandria - Marsa Matrouh Rd",31.0972624,29.7693158,https://www.google.com/maps/place/%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9+%D8%AC%D8%B1%D8%A7%D8%AD%D8%A9+%D9%88+%D9%85%D9%86%D8%A7%D8%B8%D9%8A%D8%B1+%D8%A7%D9%84%D8%A3%D9%86%D9%81+%D9%88+%D8%A7%D9%84%D8%A3%D8%B0%D9%86+%D9%88+%D8%A7%D9%84%D8%AD%D9%86%D8%AC%D8%B1%D8%A9+-+%D8%AF%2F%D8%A3%D9%85%D9%86%D9%8A%D8%A9+%D8%A5%D8%A8%D8%B1%D8%A7%D9%87%D9%8A%D9%85%E2%80%AD/data=!4m7!3m6!1s0x14f59500128c41b1:0x5f96b7ec99ccf7f2!8m2!3d31.0972624!4d29.7693158!16s%2Fg%2F11ycj09t6j!19sChIJsUGMEgCV9RQR8vfMmey3ll8?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
عيادة د. نجلاء فتحي Dr / Naglaa Fathi GastroClinic,جهاز هضمي,عيادة طبية,01202438432,"اعلي محل ابو هندية للاحذية، دوران كلاسيك, Al Hanouvel",31.1004892,29.7737258,https://www.google.com/maps/place/%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9+%D8%AF.+%D9%86%D8%AC%D9%84%D8%A7%D8%A1+%D9%81%D8%AA%D8%AD%D9%8A+Dr+%2F+Naglaa+Fathi+GastroClinic%E2%80%AD/data=!4m7!3m6!1s0x14f595a6f531a8ef:0xb7e6d5064be5b648!8m2!3d31.1004892!4d29.7737258!16s%2Fg%2F11sbz68s6h!19sChIJ76gx9aaV9RQRSLblSwbV5rc?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
عيادة دكتور أحمد فرحات الماوي - للجراحة العامة وجراحة الأورام والمناظير,جهاز هضمي,جرَّاح,01210040163,1 El-Saberin Mosque,31.0881335,29.7519582,https://www.google.com/maps/place/%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9+%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%A3%D8%AD%D9%85%D8%AF+%D9%81%D8%B1%D8%AD%D8%A7%D8%AA+%D8%A7%D9%84%D9%85%D8%A7%D9%88%D9%8A+-+%D9%84%D9%84%D8%AC%D8%B1%D8%A7%D8%AD%D8%A9+%D8%A7%D9%84%D8%B9%D8%A7%D9%85%D8%A9+%D9%88%D8%AC%D8%B1%D8%A7%D8%AD%D8%A9+%D8%A7%D9%84%D8%A3%D9%88%D8%B1%D8%A7%D9%85+%D9%88%D8%A7%D9%84%D9%85%D9%86%D8%A7%D8%B8%D9%8A%D8%B1%E2%80%AD/data=!4m7!3m6!1s0x14f5954ebc55d3eb:0xc20d58047bb93327!8m2!3d31.0881335!4d29.7519582!16s%2Fg%2F11pzrm0rks!19sChIJ69NVvE6V9RQRJzO5ewRYDcI?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
الأستاذ الدكتور مجدى أبو الريان,صدر وحساسية,طبيب الرئة,035430090,,31.2209059,29.9341068,https://www.google.com/maps/place/%D8%A7%D9%84%D8%A3%D8%B3%D8%AA%D8%A7%D8%B0+%D8%A7%D9%84%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D9%85%D8%AC%D8%AF%D9%89+%D8%A3%D8%A8%D9%88+%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D9%86%E2%80%AD/data=!4m7!3m6!1s0x14f5c48c7da12e19:0x2d5f10160b2d1ee7!8m2!3d31.2209059!4d29.9341068!16s%2Fg%2F1thj7823!19sChIJGS6hfYzE9RQR5x4tCxYQXy0?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
د. شريف خفاجي استشارى أمراض الجهاز التنفسي و الحساسية,صدر وحساسية,طبيب الرئة,033015677,الهانوفيل امام سيتي سينتر,31.0997093,29.7726881,https://www.google.com/maps/place/%D8%AF.+%D8%B4%D8%B1%D9%8A%D9%81+%D8%AE%D9%81%D8%A7%D8%AC%D9%8A+%D8%A7%D8%B3%D8%AA%D8%B4%D8%A7%D8%B1%D9%89+%D8%A3%D9%85%D8%B1%D8%A7%D8%B6+%D8%A7%D9%84%D8%AC%D9%87%D8%A7%D8%B2+%D8%A7%D9%84%D8%AA%D9%86%D9%81%D8%B3%D9%8A+%D9%88+%D8%A7%D9%84%D8%AD%D8%B3%D8%A7%D8%B3%D9%8A%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x14f595117256879f:0x9e4ecba591b043a3!8m2!3d31.0997093!4d29.7726881!16s%2Fg%2F11hdss0hc6!19sChIJn4dWchGV9RQRo0OwkaXLTp4?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
دكتور محمد سالم,صدر وحساسية,طبيب أمراض الحساسية,01116431291,طريق اسكندرية مطروح مقابل، ميدان الهانوفيل,31.0979486,29.7713201,https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D9%85%D8%AD%D9%85%D8%AF+%D8%B3%D8%A7%D9%84%D9%85%E2%80%AD/data=!4m7!3m6!1s0x14f594bf53bd740f:0xc9438ca4c6797c9!8m2!3d31.0979486!4d29.7713201!16s%2Fg%2F11fktdr2w0!19sChIJD3S9U7-U9RQRyZdnTMo4lAw?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
عيادة دكتور ايمن سعيد علام استشارى صدر,صدر وحساسية,مستشار صحي,01024217145,3QQ3+H89,31.0890117,29.753361,https://www.google.com/maps/place/%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9+%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%A7%D9%8A%D9%85%D9%86+%D8%B3%D8%B9%D9%8A%D8%AF+%D8%B9%D9%84%D8%A7%D9%85+%D8%A7%D8%B3%D8%AA%D8%B4%D8%A7%D8%B1%D9%89+%D8%B5%D8%AF%D8%B1%E2%80%AD/data=!4m7!3m6!1s0x14f595745a03d0d9:0x5e28daa24293bac!8m2!3d31.0890117!4d29.753361!16s%2Fg%2F11vbskkm_j!19sChIJ2dADWnSV9RQRrDspJKqN4gU?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
O.C.C - دكتور محمد سلام و دكتور منسوب الشال,عظام,عيادة جراحة العظام,01097904507,برج استراحة المديرين، خلف برج فرعاص وفودافون أمام، مستشفى مطروح العام,31.349157,27.242269,https://www.google.com/maps/place/O.C.C+-+%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D9%85%D8%AD%D9%85%D8%AF+%D8%B3%D9%84%D8%A7%D9%85+%D9%88+%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D9%85%D9%86%D8%B3%D9%88%D8%A8+%D8%A7%D9%84%D8%B4%D8%A7%D9%84%E2%80%AD/data=!4m7!3m6!1s0x1461f965e7fcc2bb:0xdd0bb012c0216ebf!8m2!3d31.349157!4d27.242269!16s%2Fg%2F11npqz1r4b!19sChIJu8L852X5YRQRv24hwBKwC90?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
د/ صابر الجمال,عظام,جراح تقويم عظام,01148748427,ابو يوسف، امام ابو حجاج بجوار برج الصابرين، شارع مسجد الصابرين، 17 5طريق الإسكندرية,31.0883314,29.7528406,https://www.google.com/maps/place/%D8%AF%2F+%D8%B5%D8%A7%D8%A8%D8%B1+%D8%A7%D9%84%D8%AC%D9%85%D8%A7%D9%84%E2%80%AD/data=!4m7!3m6!1s0x14f59490cc457dc1:0x919f98609e227cfb!8m2!3d31.0883314!4d29.7528406!16s%2Fg%2F11h12rpwwp!19sChIJwX1FzJCU9RQR-3winmCYn5E?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
دكتور أحمد أبوزيد لجراحة العظام والمناظير والعمود الفقري,عظام,جراح تقويم عظام,01067716914,"برج [بى ] B, الاسكندرية العجمى الهانوفيل العجمى الهانوفيل اعلى اسواق فتح الله وابويونس للمشويات",31.0983423,29.7714019,https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%A3%D8%AD%D9%85%D8%AF+%D8%A3%D8%A8%D9%88%D8%B2%D9%8A%D8%AF+%D9%84%D8%AC%D8%B1%D8%A7%D8%AD%D8%A9+%D8%A7%D9%84%D8%B9%D8%B8%D8%A7%D9%85+%D9%88%D8%A7%D9%84%D9%85%D9%86%D8%A7%D8%B8%D9%8A%D8%B1+%D9%88%D8%A7%D9%84%D8%B9%D9%85%D9%88%D8%AF+%D8%A7%D9%84%D9%81%D9%82%D8%B1%D9%8A%E2%80%AD/data=!4m7!3m6!1s0x14f5951d79ad151f:0xea761f5ff09913a1!8m2!3d31.0983423!4d29.7714019!16s%2Fg%2F11tc3pc_z6!19sChIJHxWteR2V9RQRoROZ8F8fduo?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
دكتور أحمد ناصر,عظام,عيادة جراحة العظام,01272709857,3PPW+8JW، طريق اسكندرية مطروح، بجوار شارع همام,31.0858632,29.7465763,https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%A3%D8%AD%D9%85%D8%AF+%D9%86%D8%A7%D8%B5%D8%B1%E2%80%AD/data=!4m7!3m6!1s0x14f59481a4818645:0x94cf7c245f71fe8!8m2!3d31.0858632!4d29.7465763!16s%2Fg%2F11h7dt5r3l!19sChIJRYaBpIGU9RQR6B_3RcL3TAk?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
دكتور أمجد الدناصورى,عظام,جراح تقويم عظام,01009931838,"شارع الهانوفيل، متفرع من, Alexandria - Marsa Matrouh Rd",31.1024771,29.7685366,https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%A3%D9%85%D8%AC%D8%AF+%D8%A7%D9%84%D8%AF%D9%86%D8%A7%D8%B5%D9%88%D8%B1%D9%89%E2%80%AD/data=!4m7!3m6!1s0x14f594c1a7a7a7bf:0x8e499971a573d209!8m2!3d31.1024771!4d29.7685366!16s%2Fg%2F11fl7byw_t!19sChIJv6enp8GU9RQRCdJzpXGZSY4?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
دكتور إيهاب فؤاد,عظام,جراح تقويم عظام,01146862436,"4Q5M+8VH، شارع اسكندرية، مطروح, Alex - Marsa Matrouh",31.1083219,29.7847234,https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%A5%D9%8A%D9%87%D8%A7%D8%A8+%D9%81%D8%A4%D8%A7%D8%AF%E2%80%AD/data=!4m7!3m6!1s0x14f594d2484ff981:0xbefbdb9318fad1c!8m2!3d31.1083219!4d29.7847234!16s%2Fg%2F11h3ht8v2b!19sChIJgflPSNKU9RQRHK2PMbm97ws?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
دكتور عبد الرحمن حافظ,عظام,جراح تقويم عظام,,"3QQ3+WR6, Alexandria - Marsa Matrouh Rd",31.0899598,29.7545692,https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%B9%D8%A8%D8%AF+%D8%A7%D9%84%D8%B1%D8%AD%D9%85%D9%86+%D8%AD%D8%A7%D9%81%D8%B8%E2%80%AD/data=!4m7!3m6!1s0x14f5950016b8a4cb:0x56036793c08eb78c!8m2!3d31.0899598!4d29.7545692!16s%2Fg%2F11xnrhd1fd!19sChIJy6S4FgCV9RQRjLeOwJNnA1Y?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
دكتور محمود عبدالمنعم محمد,عظام,عيادة جراحة العظام,01280467904,"بجوار مسجد التقوى،, Al Hanouvel",31.1052132,29.7657897,https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D9%85%D8%AD%D9%85%D9%88%D8%AF+%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D9%85%D9%86%D8%B9%D9%85+%D9%85%D8%AD%D9%85%D8%AF%E2%80%AD/data=!4m7!3m6!1s0x14f594c20098ada7:0xfe1de940c804ec6e!8m2!3d31.1052132!4d29.7657897!16s%2Fg%2F11h3mzbv49!19sChIJp62YAMKU9RQRbuwEyEDpHf4?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
عيادات د/ أسامة حسن لجراحات العظام فرع مطروح,عظام,عيادة جراحة العظام,,"86XR+JMV, Alxandria street",31.3491145,27.2416582,https://www.google.com/maps/place/%D8%B9%D9%8A%D8%A7%D8%AF%D8%A7%D8%AA+%D8%AF%2F+%D8%A3%D8%B3%D8%A7%D9%85%D8%A9+%D8%AD%D8%B3%D9%86+%D9%84%D8%AC%D8%B1%D8%A7%D8%AD%D8%A7%D8%AA+%D8%A7%D9%84%D8%B9%D8%B8%D8%A7%D9%85+%D9%81%D8%B1%D8%B9+%D9%85%D8%B7%D8%B1%D9%88%D8%AD%E2%80%AD/data=!4m7!3m6!1s0x1461f95ae54e7163:0x144faf415387d2bd!8m2!3d31.3491145!4d27.2416582!16s%2Fg%2F11p5mmnk_t!19sChIJY3FO5Vr5YRQRvdKHU0GvTxQ?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
عيادة الأستاذ الدكتور/ أمين عبد الرازق لجراحة العظام (فرع العجمي),عظام,عيادة جراحة العظام,01149992880,"برج الصابرين بجوار, El-Saberin Mosque",31.0883462,29.7523652,https://www.google.com/maps/place/%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9+%D8%A7%D9%84%D8%A3%D8%B3%D8%AA%D8%A7%D8%B0+%D8%A7%D9%84%D8%AF%D9%83%D8%AA%D9%88%D8%B1%2F+%D8%A3%D9%85%D9%8A%D9%86+%D8%B9%D8%A8%D8%AF+%D8%A7%D9%84%D8%B1%D8%A7%D8%B2%D9%82+%D9%84%D8%AC%D8%B1%D8%A7%D8%AD%D8%A9+%D8%A7%D9%84%D8%B9%D8%B8%D8%A7%D9%85+%28%D9%81%D8%B1%D8%B9+%D8%A7%D9%84%D8%B9%D8%AC%D9%85%D9%8A%29%E2%80%AD/data=!4m7!3m6!1s0x14f595e8a27f4701:0x8b459446b36fa029!8m2!3d31.0883462!4d29.7523652!16s%2Fg%2F11h71459n_!19sChIJAUd_ouiV9RQRKaBvs0aURYs?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
عيادة الدكتور محمد ابراهيم لجراحة العظام والكسور,عظام,جراح تقويم عظام,01001683805,"أعلى سوبر ماركت الشامى, Alexandria - Marsa Matrouh Rd",31.0937053,29.7630115,https://www.google.com/maps/place/%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9+%D8%A7%D9%84%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D9%85%D8%AD%D9%85%D8%AF+%D8%A7%D8%A8%D8%B1%D8%A7%D9%87%D9%8A%D9%85+%D9%84%D8%AC%D8%B1%D8%A7%D8%AD%D8%A9+%D8%A7%D9%84%D8%B9%D8%B8%D8%A7%D9%85+%D9%88%D8%A7%D9%84%D9%83%D8%B3%D9%88%D8%B1%E2%80%AD/data=!4m7!3m6!1s0x14f59509a1ac64af:0xef8d2ae303df070d!8m2!3d31.0937053!4d29.7630115!16s%2Fg%2F11v0g6hk_t!19sChIJr2SsoQmV9RQRDQffA-Mqje8?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
عيادة د علي بدوي لجراحة العظام و المفاصل الصناعية العجمي,عظام,طبيب,01007544739,"ابويوسف, برج الصابرين الطبي بجوار مسجد الصابين الدور الارضي, الكيلو ١٩ Alexandria - Marsa Matrouh Rd",31.0883976,29.7524903,https://www.google.com/maps/place/%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9+%D8%AF+%D8%B9%D9%84%D9%8A+%D8%A8%D8%AF%D9%88%D9%8A+%D9%84%D8%AC%D8%B1%D8%A7%D8%AD%D8%A9+%D8%A7%D9%84%D8%B9%D8%B8%D8%A7%D9%85+%D9%88+%D8%A7%D9%84%D9%85%D9%81%D8%A7%D8%B5%D9%84+%D8%A7%D9%84%D8%B5%D9%86%D8%A7%D8%B9%D9%8A%D8%A9+%D8%A7%D9%84%D8%B9%D8%AC%D9%85%D9%8A%E2%80%AD/data=!4m7!3m6!1s0x14f5950056e8071d:0xd76e313f4eeb194d!8m2!3d31.0883976!4d29.7524903!16s%2Fg%2F11yn13225c!19sChIJHQfoVgCV9RQRTRnrTj8xbtc?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
دكتور مصطفى محمود,علاج طبيعي,أخصائي علاج طبيعي,01222348974,Alexandria - Marsa Matrouh Rd,31.1037832,29.7781141,https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D9%85%D8%B5%D8%B7%D9%81%D9%89+%D9%85%D8%AD%D9%85%D9%88%D8%AF%E2%80%AD/data=!4m7!3m6!1s0x14f594cf6ff684ab:0x92c4beb62eb8f8fc!8m2!3d31.1037832!4d29.7781141!16s%2Fg%2F11h09pdh9r!19sChIJq4T2b8-U9RQR_Pi4Lra-xJI?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
عيادة تغذية وعلاج طبيعي دكتور بسمة أحمد,علاج طبيعي,عيادة متخصصة,01021667154,"3QV6+67W, Al Haded We Al Soulb",31.0931262,29.760664,https://www.google.com/maps/place/%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9+%D8%AA%D8%BA%D8%B0%D9%8A%D8%A9+%D9%88%D8%B9%D9%84%D8%A7%D8%AC+%D8%B7%D8%A8%D9%8A%D8%B9%D9%8A+%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%A8%D8%B3%D9%85%D8%A9+%D8%A3%D8%AD%D9%85%D8%AF%E2%80%AD/data=!4m7!3m6!1s0x14f595006a2ba33f:0xf3044fb6d1bf56f0!8m2!3d31.0931262!4d29.760664!16s%2Fg%2F11y7jrttll!19sChIJP6MragCV9RQR8Fa_0bZPBPM?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
مركز العلاج الطبيعى,علاج طبيعي,عيادة علاج طبيعي,01224781937,الكيلو ١٧.٥، طريق اسكندرية مطروح، ابو يوسف، العجمي،,31.0922094,29.7597825,https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D8%A7%D9%84%D8%B9%D9%84%D8%A7%D8%AC+%D8%A7%D9%84%D8%B7%D8%A8%D9%8A%D8%B9%D9%89%E2%80%AD/data=!4m7!3m6!1s0x14f59490ca63ade1:0x16f5de283d435772!8m2!3d31.0922094!4d29.7597825!16s%2Fg%2F11fkt7t93t!19sChIJ4a1jypCU9RQRcldDPSje9RY?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
مركز دكتور عبد الناصر عوض استشاري العلاج الطبيعي,علاج طبيعي,عيادة علاج طبيعي,01111017450,ك 21، شارع International Coastal Rd,31.0773403,29.7344638,https://www.google.com/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%B9%D8%A8%D8%AF+%D8%A7%D9%84%D9%86%D8%A7%D8%B5%D8%B1+%D8%B9%D9%88%D8%B6+%D8%A7%D8%B3%D8%AA%D8%B4%D8%A7%D8%B1%D9%8A+%D8%A7%D9%84%D8%B9%D9%84%D8%A7%D8%AC+%D8%A7%D9%84%D8%B7%D8%A8%D9%8A%D8%B9%D9%8A%E2%80%AD/data=!4m7!3m6!1s0x14f59381402c4fcd:0x92f9b00607ae2b03!8m2!3d31.0773403!4d29.7344638!16s%2Fg%2F11hxc1bx08!19sChIJzU8sQIGT9RQRAyuuBwaw-ZI?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
Adel Shafey,عيادة عامة,عيادة طبية,034871824,,31.1977219,29.8977452,https://www.google.com/maps/place/Adel+Shafey/data=!4m7!3m6!1s0x14f5c3eebf340189:0xdb28db941dc971f0!8m2!3d31.1977219!4d29.8977452!16s%2Fg%2F1tj553ls!19sChIJiQE0v-7D9RQR8HHJHZTbKNs?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
Assem soliman clinic,عيادة عامة,عيادة طبية,033019903,"3QXF+Q2H, Alexandria - Marsa Matrouh Rd",31.0994358,29.7726179,https://www.google.com/maps/place/Assem+soliman+clinic/data=!4m7!3m6!1s0x14f594c738ae1d6f:0x5d94a55a0021c896!8m2!3d31.0994358!4d29.7726179!16s%2Fg%2F11crz_gnss!19sChIJbx2uOMeU9RQRlsghAFqllF0?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
C Care Clinic,عيادة عامة,طبيب رعاية الطوارئ,01093533496,"next to Marassi, North Coast Rd",30.9787247,28.719716,https://www.google.com/maps/place/C+Care+Clinic/data=!4m7!3m6!1s0x145ffd867ea71b7f:0x23da84843d41b2f2!8m2!3d30.9787247!4d28.719716!16s%2Fg%2F11w4q9xqkb!19sChIJfxunfob9XxQR8rJBPYSE2iM?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
C care Clinic,عيادة عامة,طبيب رعاية الطوارئ,01093533496,"Hacienda Bay, 124 Alexandria - Marsa Matrouh Rd",30.9375008,28.7879897,https://www.google.com/maps/place/C+care+Clinic/data=!4m7!3m6!1s0x145ffb9101725ebf:0x487161c05d93466!8m2!3d30.9375008!4d28.7879897!16s%2Fg%2F11zcnjsk19!19sChIJv15yAZH7XxQRZjTZBRwWhwQ?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
Dr Said Clinic,عيادة عامة,طبيب,,بجوار بنزينة موبيل وماركت الحرم، 148 Al Fanan Mohammed Othman، Governorateجميله بوحريد,31.2378732,29.9924992,https://www.google.com/maps/place/Dr+Said+Clinic/data=!4m7!3m6!1s0x14f5dbf009283687:0x5bccb2507f2567a7!8m2!3d31.2378732!4d29.9924992!16s%2Fg%2F11m_zjxb5y!19sChIJhzYoCfDb9RQRp2clf1CyzFs?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
Dr. Heshmat Botros,عيادة عامة,طبيب,033020886,"4Q3H+QXP, Al Daresa",31.1044542,29.779949,https://www.google.com/maps/place/Dr.+Heshmat+Botros/data=!4m7!3m6!1s0x14f5daa2bf764fd3:0xe3d0bb717b5ea0a8!8m2!3d31.1044542!4d29.779949!16s%2Fg%2F11f4rdnm0_!19sChIJ0092v6La9RQRqKBee3G70OM?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1
