hfpxzc href,xxVWCe,qBF1Pd,MW4etd,UY7F9,W4Efsd,W4Efsd (3),W4Efsd (4),W4Efsd (5),UsdlK,lcr4fd href,Cw1rxd,R8c4Qb,Cw1rxd (2),R8c4Qb (2),W4Efsd (6),qBF1Pd (2),e4rVHe,doJOZc,W4Efsd (7),ah5Ghc
https://www.google.com/maps/place/%D8%AF.%D8%A8%D8%B3%D9%85%D8%A9+%D9%8A%D8%AD%D9%8A%D9%8A+%D9%84%D8%A3%D9%85%D8%B1%D8%A7%D8%B6+%D8%A7%D9%84%D9%86%D8%B3%D8%A7%D8%A1+%D9%88+%D8%A7%D9%84%D8%AA%D9%88%D9%84%D9%8A%D8%AF%E2%80%AD/data=!4m7!3m6!1s0x14f595a5a1d4b7cb:0xe8fb626d3ee1e393!8m2!3d31.094199!4d29.7599108!16s%2Fg%2F11sqh9p0p6!19sChIJy7fUoaWV9RQRk-PhPm1i--g?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,د.بسمة يحيي لأمراض النساء و التوليد,د.بسمة يحيي لأمراض النساء و التوليد,4.6,(10),طبيب أمراض نسائية و توليد,·,"قبل صيدلية شهاب في وش جزارة العربي عمارة شهرزاد, العجمي أبو يوسف, Al Haded We Al Soulb",Closed,012 78166782,,,Directions,,,· Opens 12 PM,,,,,
https://www.google.com/maps/place/%D8%B9%D9%85%D8%B1%D9%88+%D8%A7%D9%84%D8%B1%D9%8A%D8%B3+...+%D9%81%D9%86+%D8%A7%D9%84%D8%AD%D8%AC%D8%A7%D9%85%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x14f595584c797d93:0x6d985e3df8e658b1!8m2!3d31.0930632!4d29.7479823!16s%2Fg%2F11q_4610hn!19sChIJk315TFiV9RQRsVjm-D1emG0?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,عمرو الريس ... فن الحجامة,عمرو الريس ... فن الحجامة,5.0,(14),ممارس طب بديل,Closed,"https://maps.app.goo.gl/pp2oVHDzk8mQtMQB8, Abou Youssef",,,https://wa.me/201094410000,,Website,,Directions,· Opens 7 PM,,,,,
https://www.google.com/maps/place/%D8%A7%D9%84%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%A7%D9%84%D8%A7%D8%B3%D8%AA%D8%A7%D8%B0+%2F%D9%85%D8%AD%D9%85%D8%AF+%D9%85%D8%B5%D8%B7%D9%81%D9%89+%D9%81%D9%87%D9%85%D9%89%E2%80%AD/data=!4m7!3m6!1s0x14f594ea0301a791:0xe83fe106355b5c2d!8m2!3d31.1046784!4d29.7645573!16s%2Fg%2F1vc8lpqz!19sChIJkacBA-qU9RQRLVxbNQbhP-g?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,الدكتور الاستاذ /محمد مصطفى فهمى,الدكتور الاستاذ /محمد مصطفى فهمى,4.8,(39),طبيب,9 El-Taqwa Mosque,Closed,· Opens 4 PM,03 4353023,,,Directions,,,·,,,,,
https://www.google.com/maps/place/%D8%AF.+%D8%B4%D8%B1%D9%8A%D9%81+%D8%AE%D9%81%D8%A7%D8%AC%D9%8A+%D8%A7%D8%B3%D8%AA%D8%B4%D8%A7%D8%B1%D9%89+%D8%A3%D9%85%D8%B1%D8%A7%D8%B6+%D8%A7%D9%84%D8%AC%D9%87%D8%A7%D8%B2+%D8%A7%D9%84%D8%AA%D9%86%D9%81%D8%B3%D9%8A+%D9%88+%D8%A7%D9%84%D8%AD%D8%B3%D8%A7%D8%B3%D9%8A%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x14f595117256879f:0x9e4ecba591b043a3!8m2!3d31.0997093!4d29.7726881!16s%2Fg%2F11hdss0hc6!19sChIJn4dWchGV9RQRo0OwkaXLTp4?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,د. شريف خفاجي استشارى أمراض الجهاز التنفسي و الحساسية,د. شريف خفاجي استشارى أمراض الجهاز التنفسي و الحساسية,4.5,(31),طبيب الرئة,الهانوفيل امام سيتي سينتر,Closed,·,03 3015677,https://www.facebook.com/share/1GxvKoUWnA/?mibextid=wwXIfr,,Website,,Directions,· Opens 11 AM,,,,,
https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%A7%D8%AD%D9%85%D8%AF+%D8%B3%D8%B9%D9%8A%D8%AF+%D8%AD%D8%B3%D9%86%E2%80%AD/data=!4m7!3m6!1s0x14f5949ad053bdff:0x5511150d4bd545c2!8m2!3d31.0900805!4d29.7546987!16s%2Fg%2F11fkr2mnfv!19sChIJ_71T0JqU9RQRwkXVSw0VEVU?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور احمد سعيد حسن,دكتور احمد سعيد حسن,4.0,(3),طبيب الأطفال حديثي الولادة,·,"امام مدرسة الاورمان، طريق إسكندرية مطروح, Abou Youssef",Closed,010 27374254,,,Directions,,,· Opens 2 PM,,,,,
https://www.google.com/maps/place/Dr.+Ahmed+Hashem/data=!4m7!3m6!1s0x14f5c37fb5c65dd7:0x20b625b982155819!8m2!3d31.0933391!4d29.7610919!16s%2Fg%2F11cn6bvnyy!19sChIJ113GtX_D9RQRGVgVgrkltiA?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,Dr. Ahmed Hashem,,4.5,(26),طبيب أمراض نسائية و توليد,أبو يوسف,·,·,03 4343294,http://www.facebook.com/dr.ahmedhashemclinic,,Website,,Directions,Closed,Dr. Ahmed Hashem,,,· Opens 11 AM,
https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D9%85%D8%AD%D9%85%D8%AF+%D8%AC%D9%85%D8%A7%D9%84+%D8%BA%D8%A7%D9%86%D9%85%E2%80%AD/data=!4m7!3m6!1s0x14f594bf539607b9:0xd25d1128a9277371!8m2!3d31.0984291!4d29.7712511!16s%2Fg%2F11h6rzjqkv!19sChIJuQeWU7-U9RQRcXMnqSgRXdI?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور محمد جمال غانم,دكتور محمد جمال غانم,4.7,(31),طبيب أطفال,طريق اسكندرية مطروح مقابل ميدان الهانوفيل فوق اسواق فتح الله,Closed,·,010 08838586,https://www.vezeeta.com/ar/dr/%D8%AF%D9%83%D8%AA%D9%88%D8%B1-%D9%85%D8%AD%D9%85%D8%AF-%D8%AC%D9%85%D8%A7%D9%84-%D8%BA%D8%A7%D9%86%D9%85-%D8%A7%D8%B7%D9%81%D8%A7%D9%84-%D9%88-%D8%AD%D8%AF%D9%8A%D8%AB%D9%8A-%D8%A7%D9%84%D9%88%D9%84%D8%A7%D8%AF%D8%A9,,Website,,Directions,· Opens 4 PM,,,,,
https://www.google.com/maps/place/Dr.+Mohamed+Fathy+Sharaky/data=!4m7!3m6!1s0x14f594c0b6e18909:0x4db1f96a94062a83!8m2!3d31.0995738!4d29.7709383!16s%2Fg%2F11c0rsg0g8!19sChIJCYnhtsCU9RQRgyoGlGr5sU0?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,Dr. Mohamed Fathy Sharaky,,4.7,(13),طبيب أطفال,3QXC+R9G,Closed,· Opens 2:30 PM,010 10268750,,,Directions,,,·,Dr. Mohamed Fathy Sharaky,,,,
https://www.google.com/maps/place/%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9+%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D9%85%D8%AD%D9%85%D8%AF+%D9%88%D9%87%D8%A8%D9%87%E2%80%AD/data=!4m7!3m6!1s0x14f5953e166df2f5:0xc9923cb17a0c803e!8m2!3d31.0884005!4d29.7524781!16s%2Fg%2F11l1f5dq5p!19sChIJ9fJtFj6V9RQRPoAMerE8ksk?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,عيادة دكتور محمد وهبه,عيادة دكتور محمد وهبه,4.0,(4),عِيادة أسنان,18 El Eman St,,,,,,Directions,,,,,,,,
https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%AD%D8%A7%D8%AA%D9%85+%D9%8A%D9%88%D9%86%D8%B3%E2%80%AD/data=!4m7!3m6!1s0x14f595c8c45fe19f:0xcdcc47f446573420!8m2!3d31.1042554!4d29.7664659!16s%2Fg%2F11f6yfgjqh!19sChIJn-FfxMiV9RQRIDRXRvRHzM0?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور حاتم يونس,دكتور حاتم يونس,4.5,(31),طبيب باطنه,"4Q38+PH4, Al Hanouvel",Closed,· Opens 10:30 AM,03 4375473,,,Directions,,,·,,,,,
https://www.google.com/maps/place/%D8%AF+%D8%AE%D8%A7%D9%84%D8%AF+%D9%85%D8%B5%D8%B7%D9%81%D9%8A+%D8%A7%D9%84%D8%B1%D8%AC%D8%A7%D9%84+%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9+%D8%A7%D9%84%D9%87%D8%A7%D9%86%D9%88%D9%81%D9%8A%D9%84+%D9%84%D8%B7%D8%A8+%D8%A7%D9%84%D8%B9%D9%8A%D9%88%D9%86%E2%80%AD/data=!4m7!3m6!1s0x14f594c1b8d50da3:0x60fbf4beddbea84a!8m2!3d31.1028319!4d29.7674352!16s%2Fg%2F11flqbr67t!19sChIJow3VuMGU9RQRSqi-3b70-2A?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,د خالد مصطفي الرجال عيادة الهانوفيل لطب العيون,د خالد مصطفي الرجال عيادة الهانوفيل لطب العيون,4.6,(46),طبيب عيون,Closed,Al Hanouvel,·,012 70700103,http://www.dalilimedical.com/view_profiles.php?id=1351,,Website,,Directions,· Opens 5 PM,,,,,
https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%A3%D8%AD%D9%85%D8%AF+%D8%A3%D8%A8%D9%88%D8%B2%D9%8A%D8%AF+%D9%84%D8%AC%D8%B1%D8%A7%D8%AD%D8%A9+%D8%A7%D9%84%D8%B9%D8%B8%D8%A7%D9%85+%D9%88%D8%A7%D9%84%D9%85%D9%86%D8%A7%D8%B8%D9%8A%D8%B1+%D9%88%D8%A7%D9%84%D8%B9%D9%85%D9%88%D8%AF+%D8%A7%D9%84%D9%81%D9%82%D8%B1%D9%8A%E2%80%AD/data=!4m7!3m6!1s0x14f5951d79ad151f:0xea761f5ff09913a1!8m2!3d31.0983423!4d29.7714019!16s%2Fg%2F11tc3pc_z6!19sChIJHxWteR2V9RQRoROZ8F8fduo?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور أحمد أبوزيد لجراحة العظام والمناظير والعمود الفقري,دكتور أحمد أبوزيد لجراحة العظام والمناظير والعمود الفقري,4.9,(37),جراح تقويم عظام,"برج [بى ] B, الاسكندرية العجمى الهانوفيل العجمى الهانوفيل اعلى اسواق فتح الله وابويونس للمشويات",·,·,010 67716914,https://www.facebook.com/OrthoZad/,,Website,,Directions,Closed,,,,· Opens 6 PM,
https://www.google.com/maps/place/%D8%B9%D9%8A%D8%A7%D8%AF%D9%87+%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%B9%D9%85%D8%B1%D9%88+%D8%B9%D8%A8%D8%AF+%D8%A7%D9%84%D8%B9%D8%B2%D9%8A%D8%B2%E2%80%AD/data=!4m7!3m6!1s0x14f5eb0b3c95e0b9:0x68c59b9ed195065d!8m2!3d31.0987341!4d29.7714949!16s%2Fg%2F11ytscl1pg!19sChIJueCVPAvr9RQRXQaV0Z6bxWg?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,عياده دكتور عمرو عبد العزيز,عياده دكتور عمرو عبد العزيز,5.0,(2),مركز طبي,Alexandria - Marsa Matrouh Rd,Closed,· Opens 5 PM,,,,Directions,,,,,,,,
https://www.google.com/maps/place/%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9+%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%A7%D8%B3%D8%B1%D8%A7%D8%A1+%D9%81%D9%87%D9%85%D9%8A%E2%80%AD/data=!4m7!3m6!1s0x14f59500431a12e7:0xe6a796eaeced0f33!8m2!3d31.0994848!4d29.7715327!16s%2Fg%2F11z3ql2psl!19sChIJ5xIaQwCV9RQRMw_t7OqWp-Y?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,عيادة دكتور اسراء فهمي,عيادة دكتور اسراء فهمي,5.0,(3),عيادة متخصصة بالأمراض النفسية والعصبية,"3QXC+QJV, Al Hanouvel",Closed,· Opens 5 PM,010 40143049,,,Directions,,,·,,,,,
https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1%2F+%D8%A3%D8%AD%D9%85%D8%AF+%D8%B3%D8%B9%D9%8A%D8%AF%E2%80%AD/data=!4m7!3m6!1s0x14f59491477d562b:0xee9c45d0aae9c39c!8m2!3d31.0950172!4d29.7590695!16s%2Fg%2F11h5rp0n_n!19sChIJK1Z9R5GU9RQRnMPpqtBFnO4?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور/ أحمد سعيد,دكتور/ أحمد سعيد,4.7,(3),طبيب أطفال,·,3QW5+2J4، شارع مساكن الحديد والصلب،، أبو يوسف,Closed,010 27374245,,,Directions,,,· Opens 10 AM,,,,,
https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%B9%D9%85%D8%A7%D8%AF+%D8%A7%D9%84%D8%AF%D9%8A%D9%86+%D8%A7%D9%84%D8%AD%D9%84%D9%88%D8%A7%D9%86%D9%8A+%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%A7%D8%B7%D9%81%D8%A7%D9%84%E2%80%AD/data=!4m7!3m6!1s0x14f59588eaa81c61:0x4ff1645d9621f141!8m2!3d31.0898454!4d29.7542344!16s%2Fg%2F11gsn0tftv!19sChIJYRyo6oiV9RQRQfEhll1k8U8?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور عماد الدين الحلواني دكتور اطفال,دكتور عماد الدين الحلواني دكتور اطفال,4.6,(21),مستشفى أطفال,Closed,"3QQ3+WMQ, Emtedad Abou Youssef Al Kadem",·,012 24274932,https://www.facebook.com/share/TtpdCTC9i6sc3hWX/?mibextid=C7JYKg,,Website,,Directions,· Opens 11 AM,,,,,
https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%A5%D8%A8%D8%B1%D8%A7%D9%87%D9%8A%D9%85+%D9%81%D9%80%D8%B1%D8%AC+%D8%A7%D8%B3%D8%AA%D8%B4%D8%A7%D8%B1%D9%8A+%D8%A7%D9%84%D8%AC%D9%84%D8%AF%D9%8A%D8%A9+%D9%88%D8%A7%D9%84%D8%AA%D9%86%D8%A7%D8%B3%D9%84%D9%8A%D8%A9+%D9%88%D8%A7%D9%84%D8%B0%D9%83%D9%88%D8%B1%D8%A9+%D9%88%D8%AA%D8%AC%D9%85%D9%8A%D9%84+%D8%A7%D9%84%D8%AC%D9%84%D8%AF+%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9+%D8%A7%D9%84%D8%B9%D8%AC%D9%85%D9%8A%E2%80%AD/data=!4m7!3m6!1s0x14f595781d960695:0xbc97bc9d66339a48!8m2!3d31.1025484!4d29.7772223!16s%2Fg%2F11tc4p197j!19sChIJlQaWHXiV9RQRSJozZp28l7w?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور إبراهيم فـرج استشاري الجلدية والتناسلية والذكورة وتجميل الجلد عيادة العجمي,دكتور إبراهيم فـرج استشاري الجلدية والتناسلية والذكورة وتجميل الجلد عيادة العجمي,4.3,(43),طبيب أمراض جلدية,·,"صيدلية نهى, العجمي الطريق الرئيسي الاسكندريه مطروح أمام سنتر بولا للعب الأطفال أعلى, Al Daresa",Closed,012 73547788,,,Directions,,,· Opens 1 PM Wed,,,,,
https://www.google.com/maps/place/%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9+%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%A7%D8%AD%D9%85%D8%AF+%D8%B9%D8%A8%D8%AF+%D8%A7%D9%84%D9%82%D9%88%D9%8A+%D8%A7%D9%84%D8%A8%D9%8A%D8%B7%D8%B1%D9%8A%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x14f5bf3672635fad:0xf3eab1339d0723df!8m2!3d31.079972!4d29.7121445!16s%2Fg%2F11gxmflstc!19sChIJrV9jcja_9RQR3yMHnTOx6vM?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,عيادة دكتور احمد عبد القوي البيطرية,عيادة دكتور احمد عبد القوي البيطرية,5.0,(1),طبيب بيطري,·,شلرع ماركت الصفا .كيلو 21,Closed,012 82360292,,,Directions,,,· Opens 1 PM,,,,,
https://www.google.com/maps/place/Dr.+Heshmat+Botros/data=!4m7!3m6!1s0x14f5daa2bf764fd3:0xe3d0bb717b5ea0a8!8m2!3d31.1044542!4d29.779949!16s%2Fg%2F11f4rdnm0_!19sChIJ0092v6La9RQRqKBee3G70OM?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,Dr. Heshmat Botros,,3.5,(6),طبيب,,"4Q3H+QXP, Al Daresa",,03 3020886,https://addarea.com/addarea/page/219193/%D8%AF.-%D8%AD%D8%B4%D9%85%D8%AA-%D8%A8%D8%B7%D8%B1%D8%B3/,,Website,,Directions,,Dr. Heshmat Botros,,,,
https://www.google.com/maps/place/%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9+%D8%AF.+%D9%86%D8%AC%D9%84%D8%A7%D8%A1+%D9%81%D8%AA%D8%AD%D9%8A+Dr+%2F+Naglaa+Fathi+GastroClinic%E2%80%AD/data=!4m7!3m6!1s0x14f595a6f531a8ef:0xb7e6d5064be5b648!8m2!3d31.1004892!4d29.7737258!16s%2Fg%2F11sbz68s6h!19sChIJ76gx9aaV9RQRSLblSwbV5rc?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,عيادة د. نجلاء فتحي Dr / Naglaa Fathi GastroClinic,عيادة د. نجلاء فتحي Dr / Naglaa Fathi GastroClinic,4.8,(57),عيادة طبية,"اعلي محل ابو هندية للاحذية، دوران كلاسيك, Al Hanouvel",Closed,·,012 02438432,https://www.facebook.com/Dr.naglaa.fathi.clinic?mibextid=ZbWKwL,,Website,,Directions,· Opens 6 PM,,,,,
https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%B9%D8%A7%D8%AF%D9%84+%D9%85%D8%AD%D9%85%D9%88%D8%AF%E2%80%AD/data=!4m7!3m6!1s0x14f594c1a41a94f1:0xb8d5134d2b19a5a6!8m2!3d31.100742!4d29.769456!16s%2Fg%2F11h10_x4jz!19sChIJ8ZQapMGU9RQRpqUZK00T1bg?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور عادل محمود,دكتور عادل محمود,4.0,(61),طبيب أنف وأذن وحنجرة,·,"شارع الهانوفيل متفرع من, Alexandria - Marsa Matrouh Rd",Closed,03 3030146,,,Directions,,,· Opens 12 PM,,,,·,
https://www.google.com/maps/place/%D8%AF+%2F+%D9%85%D8%B5%D8%B7%D9%81%D9%89+%D9%85%D8%A8%D8%B1%D9%88%D9%83%E2%80%AD/data=!4m7!3m6!1s0x14f59496d3663609:0xc388f372d0a3d542!8m2!3d31.0937494!4d29.7600758!16s%2Fg%2F11h3sn396l!19sChIJCTZm05aU9RQRQtWj0HLziMM?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,د / مصطفى مبروك,د / مصطفى مبروك,,,جرّاح أوعية دموية,ش Al Haded We Al Soulb,Closed,· Opens 1 PM,03 4110608,,,Directions,,,·,,No reviews,,,
https://www.google.com/maps/place/%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9+%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%A7%D8%B3%D9%84%D8%A7%D9%85+%D8%B5%D8%AF%D9%8A%D9%82+%D9%84%D9%84%D8%A7%D9%85%D8%B1%D8%A7%D8%B6+%D8%A7%D9%84%D8%A8%D8%A7%D8%B7%D9%86%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x14f5949605e739a3:0xa5d7b303f9ff8853!8m2!3d31.0944214!4d29.7652051!16s%2Fg%2F11c37zwsc2!19sChIJoznnBZaU9RQRU4j_-QOz16U?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,عيادة دكتور اسلام صديق للامراض الباطنة,عيادة دكتور اسلام صديق للامراض الباطنة,5.0,(2),عيادة طبية,Closed,3QV8+Q38,,,https://doctors.dailymedicalinfo.com/dr/17735_%D8%AF%D9%83%D8%AA%D9%88%D8%B1-%D8%A7%D8%B3%D9%84%D8%A7%D9%85-%D8%B5%D8%AF%D9%8A%D9%82-%D8%A8%D8%A7%D8%B7%D9%86%D8%A9/,,Website,,Directions,· Opens 3 PM,,,,,
https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%B4%D8%B1%D9%8A%D9%81+%D8%B9%D8%A8%D8%AF+%D8%A7%D9%84%D8%AC%D9%88%D8%A7%D8%AF%E2%80%AD/data=!4m7!3m6!1s0x14f594c7501c0983:0xd941cfd1ffff5631!8m2!3d31.0987552!4d29.7721856!16s%2Fg%2F11fks2cbnd!19sChIJgwkcUMeU9RQRMVb__9HPQdk?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور شريف عبد الجواد,دكتور شريف عبد الجواد,4.5,(12),طبيب باطنه,Closed,"3QXC+GV3 امام ميدان الهانوفيل, Alexandria - Marsa Matrouh Rd",·,012 28949659,https://www.vezeeta.com/ar/dr/%D8%AF%D9%83%D8%AA%D9%88%D8%B1-%D8%B4%D8%B1%D9%8A%D9%81-%D8%B9%D8%A8%D8%AF-%D8%A7%D9%84%D8%AC%D9%88%D8%A7%D8%AF-%D8%A8%D8%A7%D8%B7%D9%86%D8%A9,,Website,,Directions,· Opens 5 PM,,,,,
https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%A3%D9%85%D8%AC%D8%AF+%D8%A7%D9%84%D8%AF%D9%86%D8%A7%D8%B5%D9%88%D8%B1%D9%89%E2%80%AD/data=!4m7!3m6!1s0x14f594c1a7a7a7bf:0x8e499971a573d209!8m2!3d31.1024771!4d29.7685366!16s%2Fg%2F11fl7byw_t!19sChIJv6enp8GU9RQRCdJzpXGZSY4?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور أمجد الدناصورى,دكتور أمجد الدناصورى,5.0,(1),جراح تقويم عظام,·,"شارع الهانوفيل، متفرع من, Alexandria - Marsa Matrouh Rd",Closed,010 09931838,,,Directions,,,· Opens 7:31 PM,,,,,
https://www.google.com/maps/place/%D8%B5%D9%8A%D8%AF%D9%84%D9%8A%D8%A9+%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%AC%D8%A7%D8%A8%D8%B1+%D9%85%D9%85%D8%AF%D9%88%D8%AD%E2%80%AD/data=!4m7!3m6!1s0x14f595372f3709fd:0x79e143bdc4f23885!8m2!3d31.0874747!4d29.7414698!16s%2Fg%2F11sbsqggfw!19sChIJ_Qk3LzeV9RQRhTjyxL1D4Xk?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,صيدلية دكتور جابر ممدوح,صيدلية دكتور جابر ممدوح,5.0,(2),صيدلية,·,"ابو يوسف, شارع مسجد الصفا - متفرع من, Abir Al Zohuor",Closed,015 52680919,,,Directions,,,· Opens 10:30 AM,,,,,
https://www.google.com/maps/place/%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9+%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D9%85%D8%AD%D9%85%D8%AF+%D8%A7%D9%84%D9%85%D8%B9%D8%AF%D8%A7%D9%88%D9%8A%E2%80%AD/data=!4m7!3m6!1s0x14f595ae7381c7e9:0x4f26f9ee7703d30f!8m2!3d31.0997345!4d29.7727172!16s%2Fg%2F11y4zk0_tp!19sChIJ6ceBc66V9RQRD9MDd-75Jk8?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,عيادة دكتور محمد المعداوي,عيادة دكتور محمد المعداوي,5.0,(3),المركز الطبي العام,,Open 24 hours,,012 76116352,,,Directions,,,,,,,,
https://www.google.com/maps/place/%D8%AF.%D9%85%D8%AC%D8%AF%D9%89+%D8%B1%D8%AC%D8%A8+%D8%B9%D9%8A%D8%A7%D8%AF%D8%A9+%D8%A8%D8%A7%D8%B7%D9%86%D8%A9+%D9%88%D8%AD%D9%85%D9%8A%D8%A7%D8%AA%E2%80%AD/data=!4m7!3m6!1s0x14f595809d22d0eb:0x83a73ae5fc39eda1!8m2!3d31.0941732!4d29.7703527!16s%2Fg%2F11kc2jrp9f!19sChIJ69AinYCV9RQRoe05_OU6p4M?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,د.مجدى رجب عيادة باطنة وحميات,د.مجدى رجب عيادة باطنة وحميات,4.9,(8),عيادة طبية,,المساكن الصينية بالهانوفيل، بلوك 40 مدخل 2,,012 29820538,,,Directions,,,,,,,,
https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D8%A7%D8%B4%D8%B1%D9%81+%D9%8A%D8%AD%D9%8A%D9%87%E2%80%AD/data=!4m7!3m6!1s0x14f595003a0b6c5b:0x34b907d66c65d7de!8m2!3d31.0974166!4d29.7493804!16s%2Fg%2F11y5_k_ssf!19sChIJW2wLOgCV9RQR3tdlbNYHuTQ?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور اشرف يحيه,دكتور اشرف يحيه,,,سكن مع عائلة,"3PWX+XQ6, Abou Youssef",,,,,,Directions,,,,,No reviews,,,
https://www.google.com/maps/place/%D8%AF%D9%83%D8%AA%D9%88%D8%B1+%D9%85%D8%AD%D9%85%D8%AF+%D8%A3%D8%A8%D9%88%D9%82%D9%85%D8%B1%E2%80%AD/data=!4m7!3m6!1s0x14f594bf53974e6f:0x4743d69a2d66b9c9!8m2!3d31.0979698!4d29.7713268!16s%2Fg%2F11h79kd9hm!19sChIJb06XU7-U9RQRyblmLZrWQ0c?authuser=0&hl=en&g_ep=EgoyMDI2MDkwOS4wIJJjKgBIAVAD&rclk=1,دكتور محمد أبوقمر,دكتور محمد أبوقمر,5.0,(2),جرّاح أوعية دموية,·,طريق اسكندرية مطروح مقابل، ميدان الهانوفيل,Closed,012 84008525,,,Directions,,,· Opens 5 PM,,,,,
